product_id,product_name,gender,category,pattern,color,age_group,season,price,material,sales_count,reviews_count,average_rating,out_of_stock_times,brand,discount,last_stock_date,wish_list_count,month_of_sale,year_of_sale
1165,Wool Jacket,Male,Shorts,Plain,Brown,25-35,All,44.77,Denim,238,35,3.1,4,ZARA,20%,2019/3/22,94,3,2019
1166,Blouse,Male,Dress,Plain,Brown,18-24,Summer,41.85,Denim,283,30,3.7,3,ZARA,5%,2019/4/7,218,4,2019
1167,Wool Jacket,Male,Shoes,Geometric,Beige,35-45,Spring,62,Leather,208,38,4.7,4,ZARA,15%,2019/4/29,173,4,2019
1168,Wool Jacket,Male,Jeans,Plain,Brown,35-45,All,32.28,Cotton Blend,100,96,3.8,4,ZARA,20%,2019/4/13,110,4,2019
1169,Wool Jacket,Male,Shoes,Polka Dots,White,25-35,Spring,101.58,Leather,124,69,4.3,6,ZARA,0%,2019/4/12,64,4,2019
1170,Summer Dress,Male,Shorts,Plain,White,18-24,All,136.48,Synthetic,259,67,4.3,4,ZARA,10%,2019/4/29,139,4,2019
1171,Business Shirt,Male,Blouse,Polka Dots,White,25-35,Autumn,142.75,Wool,272,24,3.7,1,ZARA,0%,2019/4/11,227,4,2019
1172,Chino Shorts,Female,Jacket,Plain,Beige,35-45,All,147.98,Leather,161,50,4.4,6,ZARA,10%,2019/4/11,198,4,2019
1173,Casual Jeans,Male,Blouse,Plain,White,25-35,Winter,72.86,Viscose,160,23,4,1,ZARA,20%,2019/4/10,155,4,2019
1174,Beach Shirt,Female,Skirt,Plain,Beige,35-45,Spring,61.82,Wool,205,99,3.6,6,ZARA,20%,2019/4/14,124,4,2019
1175,Beach Shirt,Male,Skirt,Polka Dots,Beige,25-35,All,45.03,Cotton,152,100,5,6,ZARA,10%,2019/4/1,208,4,2019
1176,Beach Shirt,Male,Shorts,Plain,White,18-24,Summer,130.36,Denim,317,61,4.7,3,ZARA,5%,2019/4/19,210,4,2019
1177,Biker Jacket,Male,Shorts,Plain,White,25-35,Autumn,33.05,Cotton,461,82,4.7,4,ZARA,10%,2019/5/25,241,5,2019
1178,Heels,Female,Shoes,Plain,White,18-24,Summer,109.11,Denim,70,36,4.3,3,ZARA,10%,2019/5/26,98,5,2019
1179,Beach Shirt,Male,Shoes,Geometric,Beige,25-35,Autumn,64.91,Viscose,311,71,3.9,3,ZARA,10%,2019/5/3,172,5,2019
1180,Business Shirt,Male,Shoes,Geometric,Brown,35-45,All,101.08,Cotton,387,98,3,6,ZARA,0%,2019/5/19,184,5,2019
1181,Pattern Skirt,Male,Shoes,Geometric,Brown,35-45,Autumn,119.61,Denim,399,54,4.1,5,ZARA,15%,2019/5/28,240,5,2019
1182,Casual Jeans,Female,Skirt,Plain,Brown,25-35,Winter,36.91,Leather,135,39,4.9,2,ZARA,20%,2019/5/8,217,5,2019
1183,Beach Shirt,Female,Skirt,Plain,Beige,18-24,All,104.62,Leather,375,98,4.4,5,ZARA,20%,2019/5/15,52,5,2019
1184,Beach Shirt,Female,Blouse,Polka Dots,White,18-24,Autumn,143.73,Cotton,72,51,4.4,6,ZARA,5%,2019/5/27,67,5,2019
1185,Biker Jacket,Male,Shorts,Geometric,Beige,35-45,Spring,69.04,Wool,500,38,4.1,5,ZARA,5%,2019/5/9,83,5,2019
1186,Chino Shorts,Male,Shorts,Geometric,Beige,25-35,Autumn,29.9,Cotton,155,21,3.5,2,ZARA,20%,2019/5/3,179,5,2019
1187,Wool Jacket,Male,Shoes,Plain,Brown,35-45,All,107.14,Leather,440,92,4.7,1,ZARA,20%,2019/5/23,135,5,2019
1188,Blouse,Female,Skirt,Geometric,White,25-35,All,130.49,Wool,367,44,4.3,6,ZARA,20%,2019/6/1,194,6,2019
1189,Casual Jeans,Female,Dress,Geometric,Sky Blue,25-35,All,86.09,Cotton Blend,279,57,3.1,3,ZARA,5%,2019/6/29,131,6,2019
1190,Summer Dress,Male,Shorts,Floral,Yellow,25-35,Summer,123.72,Leather,301,90,4.7,2,ZARA,0%,2019/6/1,167,6,2019
1191,Summer Dress,Female,Shirt,Plain,Yellow,35-45,Autumn,28.68,Wool,130,90,3.5,3,ZARA,5%,2019/6/28,94,6,2019
1192,Casual Jeans,Female,Jacket,Geometric,White,25-35,Winter,69.4,Cotton Blend,246,93,4.8,6,ZARA,5%,2019/6/4,192,6,2019
1193,Pattern Skirt,Female,Shorts,Plain,White,18-24,Summer,80.94,Viscose,211,46,3.7,1,ZARA,20%,2019/6/14,133,6,2019
1194,Blouse,Male,Skirt,Geometric,Sky Blue,18-24,Winter,52,Leather,460,49,4.1,2,ZARA,20%,2019/6/7,176,6,2019
1195,Summer Dress,Female,Blouse,Plain,Sky Blue,18-24,Winter,43.52,Cotton Blend,314,73,3.5,5,ZARA,10%,2019/6/17,213,6,2019
1196,Pattern Skirt,Male,Shorts,Plain,Yellow,25-35,Autumn,102.06,Cotton Blend,93,50,4,4,ZARA,20%,2019/6/17,92,6,2019
1197,Beach Shirt,Female,Dress,Floral,Yellow,25-35,Winter,108.69,Wool,186,77,3.6,3,ZARA,20%,2019/6/2,224,6,2019
1198,Biker Jacket,Male,Shirt,Plain,Sky Blue,35-45,Summer,40.57,Viscose,51,64,4.3,2,ZARA,5%,2019/6/26,218,6,2019
1199,Blouse,Male,Shorts,Polka Dots,Brown,35-45,Winter,60.46,Leather,391,53,4,1,ZARA,15%,2019/7/1,80,7,2019
1200,Chino Shorts,Male,Dress,Polka Dots,White,35-45,Spring,96.35,Wool,84,69,4.1,4,ZARA,20%,2019/7/22,227,7,2019
1201,Wool Jacket,Female,Dress,Polka Dots,Beige,18-24,All,133.45,Cotton Blend,318,21,3.6,5,ZARA,10%,2019/7/26,110,7,2019
1202,Blouse,Female,Shoes,Plain,Beige,18-24,Spring,65.43,Cotton,387,88,3.6,5,ZARA,20%,2019/7/19,142,7,2019
1203,Chino Shorts,Female,Blouse,Geometric,Beige,18-24,Winter,121.46,Cotton Blend,469,73,4.2,3,ZARA,5%,2019/7/5,201,7,2019
1204,Heels,Male,Blouse,Geometric,Beige,18-24,Winter,88.88,Leather,440,58,4.2,5,ZARA,10%,2019/7/28,172,7,2019
1205,Summer Dress,Male,Shorts,Polka Dots,Brown,35-45,All,55.97,Leather,68,84,4.8,5,ZARA,0%,2019/7/11,196,7,2019
1206,Heels,Male,Jeans,Plain,Beige,25-35,Winter,94.32,Cotton,73,100,4.6,4,ZARA,5%,2019/7/5,122,7,2019
1207,Summer Dress,Male,Blouse,Geometric,Brown,18-24,Winter,100.06,Leather,165,75,4.8,2,ZARA,5%,2019/7/1,146,7,2019
1208,Biker Jacket,Female,Shoes,Geometric,White,18-24,Winter,35.77,Wool,137,47,3.2,1,ZARA,0%,2019/7/6,144,7,2019
1209,Summer Dress,Female,Jeans,Geometric,White,18-24,Winter,51.94,Viscose,471,29,4.3,3,ZARA,10%,2019/7/25,79,7,2019
1210,Summer Dress,Male,Jacket,Geometric,White,25-35,Spring,23.55,Denim,161,81,3.7,5,ZARA,10%,2019/8/4,181,8,2019
1211,Chino Shorts,Female,Dress,Geometric,Beige,25-35,Winter,131.66,Cotton Blend,360,68,4.5,5,ZARA,10%,2019/8/25,147,8,2019
1212,Summer Dress,Male,Jeans,Polka Dots,Beige,35-45,Autumn,111.79,Denim,426,67,3.6,2,ZARA,10%,2019/8/11,239,8,2019
1213,Business Shirt,Female,Skirt,Plain,Brown,35-45,Autumn,59.12,Synthetic,88,63,4.3,6,ZARA,10%,2019/8/20,227,8,2019
1214,Beach Shirt,Female,Jacket,Geometric,Brown,35-45,All,105.67,Viscose,353,26,4.1,3,ZARA,15%,2019/8/13,206,8,2019
1215,Beach Shirt,Female,Shirt,Plain,Beige,25-35,All,69.63,Wool,118,48,5,5,ZARA,5%,2019/8/4,162,8,2019
1216,Chino Shorts,Male,Skirt,Geometric,Brown,25-35,All,127.66,Cotton,338,40,3.7,4,ZARA,20%,2019/8/7,153,8,2019
1217,Wool Jacket,Female,Jeans,Plain,White,25-35,Spring,99.16,Cotton,232,77,3.1,1,ZARA,15%,2019/8/24,247,8,2019
1218,Casual Jeans,Male,Skirt,Plain,Beige,18-24,Winter,44.57,Cotton,431,94,4,5,ZARA,5%,2019/8/2,142,8,2019
1219,Summer Dress,Male,Dress,Plain,White,25-35,All,110.99,Cotton Blend,351,54,3.9,2,ZARA,15%,2019/8/17,75,8,2019
1220,Casual Jeans,Female,Shorts,Plain,White,25-35,All,54.68,Wool,394,22,4.5,2,ZARA,20%,2019/8/12,90,8,2019
1221,Summer Dress,Male,Blouse,Plain,Brown,18-24,Winter,82.85,Synthetic,472,89,4.4,3,ZARA,20%,2019/9/12,77,9,2019
1222,Beach Shirt,Female,Shoes,Plain,White,35-45,Winter,46.49,Wool,445,40,4.5,1,ZARA,15%,2019/9/7,187,9,2019
1223,Heels,Female,Shirt,Plain,Brown,25-35,All,47.98,Wool,59,35,4.7,4,ZARA,10%,2019/9/23,232,9,2019
1224,Beach Shirt,Female,Dress,Plain,Beige,25-35,Spring,147.19,Cotton Blend,90,52,4.1,2,ZARA,0%,2019/9/10,84,9,2019
1225,Beach Shirt,Female,Shorts,Plain,Beige,25-35,Autumn,30.27,Viscose,494,100,4.7,5,ZARA,0%,2019/9/17,195,9,2019
1226,Blouse,Female,Shirt,Polka Dots,Brown,35-45,Winter,146.12,Cotton Blend,122,29,3.9,5,ZARA,15%,2019/9/15,220,9,2019
1227,Wool Jacket,Female,Skirt,Polka Dots,Brown,35-45,Autumn,62.65,Cotton Blend,80,91,4.4,4,ZARA,0%,2019/9/19,127,9,2019
1228,Heels,Female,Shoes,Geometric,Beige,35-45,Winter,67.88,Wool,58,68,3.8,1,ZARA,5%,2019/9/18,138,9,2019
1229,Beach Shirt,Female,Shirt,Plain,Brown,35-45,Spring,61.23,Synthetic,363,23,4.7,3,ZARA,5%,2019/9/10,134,9,2019
1230,Casual Jeans,Female,Shorts,Polka Dots,White,18-24,Autumn,61.31,Leather,150,36,3.6,3,ZARA,5%,2019/9/15,75,9,2019
1231,Wool Jacket,Female,Skirt,Geometric,Beige,35-45,Summer,137.54,Cotton Blend,167,70,3.5,5,ZARA,10%,2019/9/5,221,9,2019
1232,Biker Jacket,Male,Jeans,Striped,Black,35-45,Spring,121.56,Leather,318,100,4.6,1,ZARA,20%,2019/10/2,223,10,2019
1233,Beach Shirt,Male,Jeans,Plain,Orange,18-24,Spring,123.71,Cotton Blend,207,36,4.7,5,ZARA,5%,2019/10/19,57,10,2019
1234,Biker Jacket,Male,Shoes,Plain,Black,18-24,Spring,71.62,Cotton,274,94,4.4,6,ZARA,0%,2019/10/4,184,10,2019
1235,Wool Jacket,Female,Jeans,Striped,Orange,25-35,Autumn,20.8,Denim,399,32,3.5,6,ZARA,10%,2019/10/1,85,10,2019
1236,Wool Jacket,Female,Jacket,Striped,Orange,35-45,Winter,31.9,Cotton Blend,427,28,4.7,2,ZARA,20%,2019/10/29,155,10,2019
1237,Pattern Skirt,Male,Jacket,Striped,Orange,18-24,Autumn,48.41,Denim,395,46,4.6,3,ZARA,20%,2019/10/8,223,10,2019
1238,Wool Jacket,Female,Dress,Striped,Black,18-24,All,127.58,Wool,153,23,3.7,1,ZARA,15%,2019/10/9,236,10,2019
1239,Casual Jeans,Female,Blouse,Striped,Orange,35-45,Autumn,144.05,Wool,176,93,4.8,5,ZARA,20%,2019/10/22,66,10,2019
1240,Summer Dress,Female,Shoes,Plain,Black,18-24,Autumn,86.77,Cotton Blend,400,100,3.6,6,ZARA,15%,2019/10/20,181,10,2019
1241,Pattern Skirt,Male,Dress,Plain,Orange,18-24,Winter,45.47,Viscose,314,59,4.2,5,ZARA,10%,2019/10/29,137,10,2019
1242,Biker Jacket,Male,Shoes,Plain,Black,18-24,Winter,39.62,Denim,376,92,4.2,1,ZARA,20%,2019/10/18,100,10,2019
1243,Chino Shorts,Male,Skirt,Geometric,Navy Blue,18-24,Summer,36.23,Cotton Blend,207,74,4,5,ZARA,15%,2019/11/19,217,11,2019
1244,Wool Jacket,Female,Jeans,Polka Dots,White,25-35,Winter,53.92,Denim,57,72,3.6,2,ZARA,20%,2019/11/10,147,11,2019
1245,Biker Jacket,Female,Jacket,Polka Dots,Grey,18-24,Spring,59.72,Leather,123,32,3.5,2,ZARA,20%,2019/11/8,143,11,2019
1246,Beach Shirt,Male,Jacket,Polka Dots,White,18-24,Summer,62.38,Denim,65,93,3.8,6,ZARA,10%,2019/11/23,126,11,2019
1247,Wool Jacket,Female,Skirt,Geometric,White,18-24,Autumn,59,Cotton,282,47,3.1,2,ZARA,15%,2019/11/19,65,11,2019
1248,Blouse,Female,Skirt,Geometric,Grey,18-24,Autumn,142.85,Wool,421,95,3.4,1,ZARA,20%,2019/11/24,121,11,2019
1249,Blouse,Male,Shorts,Polka Dots,Grey,35-45,Autumn,123.73,Wool,433,24,4.2,5,ZARA,15%,2019/11/15,104,11,2019
1250,Biker Jacket,Male,Jacket,Plain,White,25-35,Autumn,145.27,Synthetic,230,93,3.5,6,ZARA,15%,2019/11/27,200,11,2019
1251,Wool Jacket,Male,Dress,Geometric,White,18-24,Winter,127.76,Cotton Blend,58,29,4.3,1,ZARA,10%,2019/11/13,97,11,2019
1252,Business Shirt,Female,Shoes,Geometric,White,18-24,Spring,129.36,Wool,95,73,3.5,1,ZARA,10%,2019/11/25,194,11,2019
1253,Wool Jacket,Male,Jeans,Plain,Navy Blue,25-35,Autumn,49.67,Viscose,205,61,4.7,5,ZARA,15%,2019/11/16,97,11,2019
1254,Blouse,Female,Jacket,Polka Dots,White,35-45,Spring,140.89,Cotton,372,46,3.8,5,ZARA,5%,2019/12/14,248,12,2019
1255,Heels,Female,Shorts,Geometric,Red,18-24,Spring,25.76,Synthetic,227,25,4.2,5,ZARA,5%,2019/12/20,56,12,2019
1256,Wool Jacket,Male,Dress,Geometric,Red,25-35,Summer,129.68,Leather,254,35,4.9,4,ZARA,5%,2019/12/24,98,12,2019
1257,Heels,Male,Blouse,Polka Dots,Green,35-45,Autumn,126.46,Synthetic,69,88,4.5,1,ZARA,15%,2019/12/5,114,12,2019
1258,Chino Shorts,Female,Blouse,Polka Dots,Green,25-35,Winter,27.21,Denim,172,40,5,4,ZARA,10%,2019/12/13,129,12,2019
1259,Beach Shirt,Male,Skirt,Geometric,Red,25-35,Winter,64.57,Denim,340,24,3.8,5,ZARA,5%,2019/12/22,97,12,2019
1260,Wool Jacket,Male,Shoes,Geometric,White,35-45,Winter,134.46,Cotton,368,25,5,3,ZARA,5%,2019/12/2,54,12,2019
1261,Casual Jeans,Female,Shirt,Geometric,Red,35-45,Autumn,43.77,Wool,453,34,3.3,2,ZARA,15%,2019/12/7,110,12,2019
1262,Summer Dress,Female,Skirt,Geometric,Green,35-45,All,44.2,Denim,249,72,3.8,1,ZARA,5%,2019/12/17,151,12,2019
1263,Casual Jeans,Male,Skirt,Polka Dots,Red,35-45,Autumn,75.24,Denim,308,97,3.5,6,ZARA,15%,2019/12/21,130,12,2019
1264,Heels,Female,Dress,Geometric,Red,35-45,Spring,135.16,Cotton Blend,247,77,3.9,6,ZARA,15%,2019/12/8,72,12,2019
1265,Blouse,Female,Shirt,Plain,White,18-24,All,78.91,Denim,405,26,4.5,2,ZARA,20%,2020/1/22,61,1,2020
1266,Casual Jeans,Female,Skirt,Polka Dots,Beige,25-35,Winter,132.57,Cotton Blend,376,69,3.9,5,ZARA,20%,2020/1/19,216,1,2020
1267,Pattern Skirt,Female,Blouse,Plain,Beige,25-35,Autumn,122.75,Wool,148,99,4.8,5,ZARA,20%,2020/1/11,106,1,2020
1268,Wool Jacket,Female,Dress,Geometric,White,18-24,Winter,90.65,Synthetic,96,21,4.7,5,ZARA,0%,2020/1/13,221,1,2020
1269,Heels,Male,Shirt,Geometric,Beige,18-24,Autumn,44.19,Cotton,123,70,4.1,5,ZARA,20%,2020/1/7,178,1,2020
1270,Casual Jeans,Female,Skirt,Plain,Brown,35-45,Winter,105.94,Wool,215,60,3.5,4,ZARA,20%,2020/1/27,217,1,2020
1271,Beach Shirt,Male,Skirt,Plain,White,35-45,Winter,71.01,Denim,429,82,4.6,6,ZARA,0%,2020/1/22,70,1,2020
1272,Wool Jacket,Female,Jeans,Geometric,Brown,35-45,Spring,140.88,Synthetic,78,29,3.9,1,ZARA,10%,2020/1/17,168,1,2020
1273,Casual Jeans,Male,Blouse,Plain,Brown,35-45,All,41.79,Cotton Blend,317,100,3.1,4,ZARA,10%,2020/1/3,177,1,2020
1274,Pattern Skirt,Female,Shoes,Geometric,White,35-45,Summer,119.13,Viscose,479,96,4.4,3,ZARA,15%,2020/1/4,57,1,2020
1275,Pattern Skirt,Female,Shirt,Geometric,Beige,35-45,Autumn,97.99,Wool,233,29,3.5,3,ZARA,15%,2020/1/4,110,1,2020
1276,Beach Shirt,Male,Dress,Polka Dots,Red,25-35,All,51.45,Leather,90,69,4.3,2,ZARA,15%,2020/2/27,233,2,2020
1277,Beach Shirt,Male,Shorts,Polka Dots,Red,18-24,Spring,37.12,Cotton,83,41,4.8,1,ZARA,20%,2020/2/20,107,2,2020
1278,Summer Dress,Female,Jeans,Polka Dots,Red,35-45,Summer,60.86,Cotton Blend,251,46,3.8,3,ZARA,20%,2020/2/8,206,2,2020
1279,Business Shirt,Female,Dress,Polka Dots,Red,25-35,All,47.82,Leather,400,71,3,2,ZARA,15%,2020/2/22,122,2,2020
1280,Blouse,Female,Jeans,Polka Dots,Red,25-35,Autumn,23.65,Denim,299,89,4,6,ZARA,15%,2020/2/17,171,2,2020
1281,Casual Jeans,Female,Dress,Plain,Pink,35-45,All,21.81,Leather,235,82,3.6,3,ZARA,10%,2020/2/17,81,2,2020
1282,Biker Jacket,Male,Dress,Polka Dots,Pink,18-24,Spring,85.24,Denim,115,35,4.4,2,ZARA,20%,2020/2/27,193,2,2020
1283,Business Shirt,Female,Dress,Heart,Red,35-45,Autumn,97.55,Wool,184,87,4.9,4,ZARA,15%,2020/2/13,141,2,2020
1284,Casual Jeans,Male,Shorts,Plain,Red,25-35,Summer,74.16,Cotton Blend,347,57,4.3,4,ZARA,5%,2020/2/9,143,2,2020
1285,Summer Dress,Female,Jacket,Heart,Red,25-35,Spring,65.22,Wool,52,90,3.8,4,ZARA,20%,2020/2/17,203,2,2020
1286,Business Shirt,Female,Jeans,Plain,Red,25-35,All,123.63,Viscose,354,74,4.7,3,ZARA,5%,2020/2/23,158,2,2020
1287,Wool Jacket,Female,Blouse,Plain,Beige,18-24,Autumn,25.22,Denim,335,73,4.8,1,ZARA,10%,2020/3/22,93,3,2020
1288,Wool Jacket,Female,Skirt,Plain,Beige,35-45,Spring,139.57,Denim,207,86,4.1,2,ZARA,0%,2020/3/28,140,3,2020
1289,Beach Shirt,Female,Jeans,Geometric,Beige,35-45,Autumn,52.77,Wool,212,95,3.5,5,ZARA,20%,2020/3/13,102,3,2020
1290,Business Shirt,Female,Shoes,Plain,White,35-45,Spring,83.44,Viscose,298,52,4,3,ZARA,15%,2020/3/4,83,3,2020
1291,Business Shirt,Male,Jacket,Geometric,Beige,25-35,Spring,123.4,Cotton Blend,367,84,3.8,2,ZARA,15%,2020/3/19,145,3,2020
1292,Beach Shirt,Male,Shirt,Polka Dots,White,35-45,All,148.9,Cotton Blend,366,75,4.1,3,ZARA,0%,2020/3/26,189,3,2020
1293,Casual Jeans,Female,Shoes,Geometric,Beige,18-24,Winter,73.63,Leather,346,98,4.2,4,ZARA,15%,2020/3/4,164,3,2020
1294,Chino Shorts,Male,Skirt,Plain,White,18-24,All,52.52,Cotton,465,70,3.4,3,ZARA,5%,2020/3/15,125,3,2020
1295,Blouse,Male,Skirt,Geometric,Beige,25-35,Summer,134.33,Wool,309,82,3.2,6,ZARA,10%,2020/3/24,142,3,2020
1296,Pattern Skirt,Female,Jacket,Plain,Beige,35-45,Summer,82.69,Wool,164,35,4.2,5,ZARA,20%,2020/3/16,236,3,2020
1297,Blouse,Male,Jeans,Polka Dots,White,25-35,Spring,137.67,Synthetic,416,76,3.9,4,ZARA,10%,2020/3/20,220,3,2020
1298,Chino Shorts,Female,Jacket,Geometric,Brown,25-35,Spring,149.93,Cotton,130,27,3.6,5,ZARA,20%,2020/4/3,196,4,2020
1299,Summer Dress,Female,Dress,Polka Dots,Beige,35-45,Spring,66.92,Cotton,276,36,3.9,4,ZARA,5%,2020/4/9,145,4,2020
1300,Heels,Female,Blouse,Plain,Brown,18-24,All,64.85,Synthetic,138,36,4.4,3,ZARA,10%,2020/4/22,196,4,2020
1301,Heels,Female,Blouse,Geometric,Beige,18-24,All,123.36,Cotton,423,88,3.1,2,ZARA,5%,2020/4/1,83,4,2020
1302,Business Shirt,Male,Shirt,Geometric,Beige,25-35,Autumn,90.65,Cotton Blend,472,23,4.7,2,ZARA,20%,2020/4/9,84,4,2020
1303,Blouse,Male,Shorts,Polka Dots,Brown,35-45,Winter,98.37,Cotton Blend,190,41,4.1,1,ZARA,5%,2020/4/2,67,4,2020
1304,Business Shirt,Male,Shoes,Polka Dots,White,35-45,All,54.18,Denim,464,53,3.6,4,ZARA,20%,2020/4/18,95,4,2020
1305,Business Shirt,Male,Dress,Geometric,Beige,18-24,Spring,101.3,Synthetic,73,81,4.2,1,ZARA,5%,2020/4/28,130,4,2020
1306,Summer Dress,Male,Dress,Plain,Beige,18-24,Winter,79.6,Cotton Blend,53,61,4.1,2,ZARA,0%,2020/4/19,170,4,2020
1307,Blouse,Female,Shorts,Geometric,Beige,35-45,Summer,142.18,Denim,361,34,4.1,6,ZARA,0%,2020/4/19,175,4,2020
1308,Chino Shorts,Female,Shoes,Polka Dots,Beige,18-24,Spring,66.6,Leather,195,50,4.3,6,ZARA,15%,2020/4/5,131,4,2020
1309,Casual Jeans,Female,Jeans,Polka Dots,White,35-45,Spring,41.96,Denim,442,84,4.2,2,ZARA,15%,2020/5/16,88,5,2020
1310,Wool Jacket,Female,Skirt,Plain,Brown,35-45,Summer,20.47,Viscose,69,30,3.9,4,ZARA,20%,2020/5/22,96,5,2020
1311,Business Shirt,Female,Skirt,Plain,White,25-35,Summer,129.27,Synthetic,348,93,4.3,1,ZARA,20%,2020/5/28,57,5,2020
1312,Pattern Skirt,Male,Shoes,Polka Dots,White,18-24,Summer,122.92,Synthetic,344,49,3.3,4,ZARA,20%,2020/5/9,143,5,2020
1313,Business Shirt,Female,Shirt,Geometric,Beige,18-24,All,84.11,Cotton,279,32,4.8,4,ZARA,5%,2020/5/7,81,5,2020
1314,Chino Shorts,Male,Blouse,Geometric,White,25-35,Autumn,79.31,Cotton Blend,482,60,4.2,4,ZARA,10%,2020/5/11,181,5,2020
1315,Summer Dress,Female,Dress,Plain,Brown,18-24,Autumn,26.16,Cotton Blend,382,43,4.7,3,ZARA,0%,2020/5/29,119,5,2020
1316,Chino Shorts,Male,Jacket,Geometric,White,18-24,Winter,66.44,Denim,135,95,4,3,ZARA,20%,2020/5/9,243,5,2020
1317,Chino Shorts,Female,Shorts,Geometric,Brown,35-45,All,29.8,Cotton Blend,381,84,4.5,3,ZARA,20%,2020/5/18,188,5,2020
1318,Pattern Skirt,Female,Blouse,Polka Dots,Brown,18-24,Winter,47.07,Synthetic,221,38,3.9,1,ZARA,20%,2020/5/16,159,5,2020
1319,Summer Dress,Male,Jacket,Polka Dots,Brown,25-35,Autumn,116.55,Leather,202,79,3.5,3,ZARA,15%,2020/5/2,86,5,2020
1320,Blouse,Male,Shorts,Floral,Yellow,35-45,Summer,35.78,Viscose,140,89,4.6,2,ZARA,20%,2020/6/6,221,6,2020
1321,Beach Shirt,Female,Shirt,Geometric,Sky Blue,25-35,Spring,99.43,Synthetic,349,92,3.8,1,ZARA,15%,2020/6/14,108,6,2020
1322,Summer Dress,Female,Blouse,Floral,Sky Blue,18-24,Spring,145.08,Synthetic,423,68,4.4,6,ZARA,20%,2020/6/28,197,6,2020
1323,Chino Shorts,Female,Jeans,Floral,Yellow,35-45,Autumn,34.62,Cotton Blend,351,59,4.9,4,ZARA,15%,2020/6/29,81,6,2020
1324,Chino Shorts,Male,Blouse,Geometric,White,25-35,Spring,109.5,Viscose,269,65,4.8,2,ZARA,0%,2020/6/18,116,6,2020
1325,Pattern Skirt,Female,Dress,Floral,Sky Blue,35-45,Spring,64.8,Leather,230,29,3.4,3,ZARA,0%,2020/6/20,60,6,2020
1326,Chino Shorts,Female,Jeans,Plain,White,18-24,Winter,99.08,Cotton Blend,488,64,4,6,ZARA,20%,2020/6/27,83,6,2020
1327,Pattern Skirt,Female,Jeans,Plain,White,18-24,Spring,30.66,Viscose,172,87,5,6,ZARA,15%,2020/6/29,99,6,2020
1328,Casual Jeans,Male,Jeans,Floral,Yellow,18-24,All,40.83,Denim,50,33,3.8,1,ZARA,5%,2020/6/27,173,6,2020
1329,Blouse,Female,Jeans,Floral,Yellow,25-35,Autumn,132.92,Cotton Blend,51,89,3.5,4,ZARA,0%,2020/6/29,110,6,2020
